title,c_prod_bud,domestic_box_office,domestic_box_office_roi
In the Heart of the Sea,100000000,25020758.0,-0.75
In the Heat of the Night,2000000,24379978.0,11.19
In the Land of Women,10500000,11052958.0,0.053
In the Name of the King: A Dungeon Siege Tale,60000000,4775656.0,-0.92
In the Shadow of the Moon,2000000,1134358.0,-0.433
In the Valley of Elah,23000000,6777741.0,-0.705
Incendies,6800000,6857096.0,0.008
Inception,160000000,292576195.0,0.829
Inchon,46000000,4408636.0,-0.904
Incident at Loch Ness,1400000,36830.0,-0.974
Independence Day,75000000,306169255.0,3.082
Independence Day: Resurgence,165000000,103144286.0,-0.375
Indiana Jones and the Kingdom of the Crystal Skull,185000000,317023851.0,0.714
Indiana Jones and the Last Crusade,48000000,197171806.0,3.108
Indiana Jones and the Temple of Doom,28000000,179880271.0,5.424
Indigènes,18900000,320700.0,-0.983
Inescapable,4000000,4327.0,-0.999
Infamous,13000000,1151330.0,-0.911
Inferno,75000000,34107347.0,-0.545
Inglourious Basterds,70000000,120774594.0,0.725
Inherent Vice,20000000,8110975.0,-0.594
Inkheart,60000000,17303424.0,-0.712
Inside Deep Throat,2000000,691880.0,-0.654
Inside Job,2000000,4311834.0,1.156
Inside Llewyn Davis,11000000,13248209.0,0.204
Inside Man,50000000,88634237.0,0.773
Inside Out,175000000,356461711.0,1.037
Insidious,1500000,54009150.0,35.006
Insidious Chapter 2,5000000,83586447.0,15.717
Insidious Chapter 3,10000000,52218558.0,4.222
Insomnia,46000000,67263182.0,0.462
Inspector Gadget,75000000,97387965.0,0.299
Instinct,55000000,34105207.0,-0.38
Interstellar,165000000,188017894.0,0.14
Interview with the Assassin,750000,47329.0,-0.937
Interview with the Vampire: The Vampire Chronicles,50000000,105264608.0,1.105
Into the Blue,50000000,18782227.0,-0.624
Into the Storm,50000000,47602194.0,-0.048
Into the Wild,20000000,18354356.0,-0.082
Into the Woods,50000000,128002372.0,1.56
Intolerable Cruelty,60000000,35327628.0,-0.411
Invaders from Mars,12000000,4884663.0,-0.593
Invasion U.S.A.,10000000,17536256.0,0.754
Invictus,60000000,37491364.0,-0.375
Invincible,40000000,57806952.0,0.445
Io sono l’amore,10000000,5005465.0,-0.499
Ira and Abby,3500000,221096.0,-0.937
Iris,5500000,5580479.0,0.015
Iron Man,186000000,318604126.0,0.713
Iron Man 2,170000000,312433331.0,0.838
Iron Man 3,200000000,408992272.0,1.045
Ironclad,25000000,0.0,-1.0
Irreversible,5400000,792200.0,-0.853
Ishtar,40000000,14375181.0,-0.641
Isn't She Great,36000000,2954405.0,-0.918
It Follows,2000000,14674077.0,6.337
It Happened One Night,325000,2500000.0,6.692
It's All Gone Pete Tong,2000000,120620.0,-0.94
It's Complicated,85000000,112735375.0,0.326
It's Kind of a Funny Story,8000000,6363628.0,-0.205
It's a Mad Mad Mad Mad World,9400000,46300000.0,3.926
It's a Wonderful Afterlife,10000000,0.0,-1.0
It's a Wonderful Life,3180000,6600000.0,1.075
I’m Not Ashamed,1500000,2082980.0,0.389
J. Edgar,35000000,37306030.0,0.066
JFK,40000000,70405498.0,0.76
Jab Tak Hai Jaan,9200000,3047539.0,-0.669
Jack,45000000,58617334.0,0.303
Jack Frost,50000000,34645374.0,-0.307
Jack Reacher,60000000,80070736.0,0.335
Jack Reacher: Never Go Back,60000000,58599898.0,-0.023
Jack Ryan: Shadow Recruit,60000000,50577412.0,-0.157
Jack and Jill,79000000,74158157.0,-0.061
Jack the Giant Slayer,195000000,65187603.0,-0.666
Jackass 3D,20000000,117229692.0,4.861
Jackass Presents: Bad Grandpa,15000000,102003019.0,5.8
Jackass: Number Two,11000000,72778712.0,5.616
Jackass: The Movie,5000000,64282312.0,11.856
Jackie Brown,12000000,39673162.0,2.306
Jackpot,400000,44452.0,-0.889
Jade,50000000,9812870.0,-0.804
Jagten,3450000,687185.0,-0.801
Jakob the Liar,15000000,4956401.0,-0.67
Jane Austen's Mafia,10000000,19843795.0,0.984
Jane Got a Gun,25000000,1513793.0,-0.939
Janky Promoters,10000000,9069.0,-0.999
Jarhead,72000000,62647540.0,-0.13
Jason Bourne,120000000,162192920.0,0.352
Jason Goes to Hell: The Final Friday,3000000,15935068.0,4.312
Jason X,14000000,13121555.0,-0.063
Jawbreaker,3000000,3076820.0,0.026
Jaws,12000000,260000000.0,20.667
Jaws 2,20000000,102922376.0,4.146
Jaws 4: The Revenge,23000000,15728335.0,-0.316
Jay and Silent Bob Strike Back,22000000,30059386.0,0.366
Jeepers Creepers,10000000,37904175.0,2.79
Jeepers Creepers II,25000000,35623801.0,0.425
"Jeff, Who Lives at Home",10000000,4269426.0,-0.573
Jefferson in Paris,14000000,2461628.0,-0.824
Jekyll and Hyde... Together Again,5000000,3707583.0,-0.258
Jem and the Holograms,5000000,2184640.0,-0.563
Jennifer's Body,16000000,16204793.0,0.013
Jerry Maguire,50000000,153952592.0,2.079
Jersey Boys,40000000,47047013.0,0.176
Jersey Girl,35000000,25266129.0,-0.278
Jerusalema,2000000,7294.0,-0.996
Jesus' Son,2500000,1282084.0,-0.487
Jet Li's Hero,17000000,53652140.0,2.156
Jimi: All is By My Side,5000000,340911.0,-0.932
Jimmy Neutron: Boy Genius,25000000,80936232.0,2.237
Jin líng shí san chai,100000000,311434.0,-0.997
Jindabyne,10800000,399879.0,-0.963
Jingle All the Way,60000000,60592389.0,0.01
Jobs,18000000,16131410.0,-0.104
Jodaeiye Nader az Simin,800000,7098492.0,7.873
Joe,4000000,373375.0,-0.907
Joe Dirt,16000000,27087695.0,0.693
Joe Somebody,38000000,22770864.0,-0.401
Joheunnom nabbeunnom isanghannom,10000000,128486.0,-0.987
John Carpenter's Ghosts of Mars,28000000,8434601.0,-0.699
John Carter,275000000,73058679.0,-0.734
John Q,36000000,71026631.0,0.973
Johnny English,45000000,28013509.0,-0.377
Johnny English Reborn,45000000,8305970.0,-0.815
Johnny Suede,500000,55000.0,-0.89
Johnson Family Vacation,12000000,31203964.0,1.6
Jonah Hex,47000000,10547117.0,-0.776
Jonah: A VeggieTales Movie,14000000,25571351.0,0.827
Josie and the Pussycats,22000000,14252830.0,-0.352
Journey 2: The Mysterious Island,79000000,103860290.0,0.315
Journey from the Fall,1300000,635305.0,-0.511
Journey to the Center of the Earth,45000000,101704370.0,1.26
Joy,60000000,56451232.0,-0.059
Joy Ride,23000000,21973182.0,-0.045
Joyeux Noël,22000000,1054361.0,-0.952
Joyful Noise,27500000,30932113.0,0.125
Judge Dredd,85000000,34687912.0,-0.592
Judgment at Nuremberg,3000000,10000000.0,2.333
Julia,6000000,65108.0,-0.989
Julie & Julia,40000000,94125426.0,1.353
Julija in alfa Romeo,560000,0.0,-1.0
Jumanji,65000000,100458310.0,0.546
Jumper,82500000,81168265.0,-0.016
Jumping the Broom,7000000,37295394.0,4.328
Junebug,1000000,2678010.0,1.678
Jungle Shuffle,10000000,0.0,-1.0
Juno,7000000,143495265.0,19.499
Jupiter Ascending,179000000,47482519.0,-0.735
Jurassic Park,63000000,395708305.0,5.281
Jurassic Park III,93000000,181166115.0,0.948
Jurassic World,215000000,652198010.0,2.033
Just Go With It,80000000,103028109.0,0.288
Just Like Heaven,58000000,48318130.0,-0.167
Just Looking,3000000,39852.0,-0.987
Just Married,19000000,56127162.0,1.954
Just My Luck,28000000,17326650.0,-0.381
Just Visiting,40000000,4777007.0,-0.881
Just Wright,12000000,21540363.0,0.795
Justin Bieber: Never Say Never,13000000,73013910.0,4.616
Juwanna Mann,15600000,13571817.0,-0.13
K-19: The Widowmaker,90000000,35168966.0,-0.609
K-PAX,48000000,50315140.0,0.048
Kabhi Alvida Naa Kehna,10750000,3275443.0,-0.695
Kama Sutra,3000000,4109095.0,0.37
Kangaroo Jack,60000000,66723216.0,0.112
Kansas City,19000000,1353824.0,-0.929
Karachi se Lahore,1000000,0.0,-1.0
Karakter,4500000,713413.0,-0.841
Kate and Leopold,48000000,47095453.0,-0.019
Katy Perry: Part of Me,12000000,25326071.0,1.111
Keanu,15000000,20591853.0,0.373
Keeping Up with the Steins,5000000,4339241.0,-0.132
Keeping it Real: The Adventures of Greg Walloch,100000,1358.0,-0.986
Keeping the Faith,29000000,37036404.0,0.277
Kevin Hart: Laugh at My Pain,750000,7706436.0,9.275
Kevin Hart: Let Me Explain,2500000,32244051.0,11.898
Kevin Hart: What Now?,10000000,23574605.0,1.357
Khiladi 786,5600000,385422.0,-0.931
Khumba,15000000,0.0,-1.0
Kick-Ass,28000000,48071303.0,0.717
Kick-Ass 2,28000000,28795985.0,0.028
Kickboxer,1500000,14533681.0,8.689
Kicking and Screaming,45000000,52842724.0,0.174
Kicks,10000000,150191.0,-0.985
Kids,1500000,7412216.0,3.941
Kill Bill: Volume 1,55000000,70098138.0,0.275
Kill Bill: Volume 2,55000000,66207920.0,0.204
Kill List,800000,29063.0,-0.964
Kill the Irishman,12000000,1188194.0,-0.901
Kill the Messenger,5000000,2450846.0,-0.51
Killer Elite,70000000,25124986.0,-0.641
Killer Joe,10000000,1291645.0,-0.871
Killers,75000000,47059963.0,-0.373
Killing Them Softly,15000000,14945541.0,-0.004
Killing Zoe,1500000,418953.0,-0.721
Kindergarten Cop,26000000,91457688.0,2.518
King Arthur,90000000,51877963.0,-0.424
King Kong,207000000,218080025.0,0.054
King of California,10000000,268461.0,-0.973
King's Ransom,25000000,4008527.0,-0.84
Kingdom Come,7000000,23247539.0,2.321
Kingdom of Heaven,110000000,47398413.0,-0.569
Kingdom of the Spiders,500000,17000000.0,33.0
Kingpin,25000000,25023424.0,0.001
Kingsman: The Secret Service,94000000,128261724.0,0.364
Kinsey,11000000,10214647.0,-0.071
"Kiss Kiss, Bang Bang",15000000,4235837.0,-0.718
Kiss of Death,40000000,14942422.0,-0.626
Kiss of the Dragon,25000000,36833473.0,0.473
Kiss the Bride,500000,32033.0,-0.936
Kiss the Girls,27000000,60527873.0,1.242
Kissing Jessica Stein,1500000,7025722.0,3.684
Kit Kittredge: An American Girl,10000000,17657973.0,0.766
Kites,9200000,1685269.0,-0.817
Knight and Day,117000000,76423035.0,-0.347
Knock Off,35000000,10319915.0,-0.705
Knockaround Guys,15000000,11660180.0,-0.223
Knocked Up,27500000,148761765.0,4.41
Knowing,50000000,79957634.0,0.599
Koltchak,20000000,0.0,-1.0
Konferenz der Tiere,30000000,0.0,-1.0
Krampus,15000000,42725475.0,1.848
Krrish,10000000,1430721.0,-0.857
Krush Groove,3000000,11052713.0,2.684
Kubo and the Two Strings,55000000,48023088.0,-0.127
Kundun,28000000,5686694.0,-0.797
Kung Fu Hustle,20000000,17104669.0,-0.145
Kung Fu Panda,130000000,215434591.0,0.657
Kung Fu Panda 2,150000000,165249063.0,0.102
Kung Fu Panda 3,140000000,143528619.0,0.025
Kung Pow: Enter the Fist,10000000,16033556.0,0.603
Kurtlar vadisi - Irak,8300000,0.0,-1.0
L!fe Happens,930000,30905.0,-0.967
L'auberge espagnole,5900000,3895664.0,-0.34
L'illusionniste,17000000,2231474.0,-0.869
L'incomparable mademoiselle C.,3400000,493905.0,-0.855
L.A. Confidential,35000000,64604977.0,0.846
L.I.E.,700000,1140965.0,0.63
LOL,11000000,0.0,-1.0
La Bamba,6500000,54215416.0,7.341
La Cara Oculta,2600000,0.0,-1.0
La Guerre du feu,12500000,20959585.0,0.677
La La Land,20000000,37291542.0,0.865
La Môme,15500000,10299782.0,-0.335
La Vie d'Adèle – Chapitres 1 & 2,5250000,2450504.0,-0.533
La chambre bleue,1400000,260441.0,-0.814
La famille Bélier,11000000,0.0,-1.0
La femme de chambre du Titanic,10000000,244465.0,-0.976
La fille du RER,9000000,208163.0,-0.977
La grande bellezza,12000000,2883879.0,-0.76
La mala educación,5000000,5211842.0,0.042
La marche de l'empereur,3400000,77437223.0,21.776
La mariée était en noir ,747000,44566.0,-0.94
La misma luna,1700000,12590147.0,6.406
La navaja de Don Juan,1200000,4254.0,-0.996
La otra conquista,3500000,886410.0,-0.747
La science des rêves,6000000,4670644.0,-0.222
La véritable histoire du Chat Botté,25000000,0.0,-1.0
Labor Day,18000000,13371528.0,-0.257
Ladder 49,60000000,74541707.0,0.242
Lady in White,4700000,1705139.0,-0.637
Lady in the Water,75000000,42285169.0,-0.436
Ladyhawke,20000000,18400000.0,-0.08
Lage Raho Munna Bhai,2700000,2217561.0,-0.179
Lake Placid,27000000,31770413.0,0.177
Lake of Fire,6000000,25317.0,-0.996
Lakeview Terrace,20000000,39263506.0,0.963
Land of the Lost,100000000,49438370.0,-0.506
Lara Croft: Tomb Raider,94000000,131144183.0,0.395
Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758.0,-0.271
Larry Crowne,30000000,35608245.0,0.187
Larry the Cable Guy: Health Inspector,17000000,15680099.0,-0.078
Lars and the Real Girl,12500000,5956480.0,-0.523
Last Action Hero,85000000,50016394.0,-0.412
Last Holiday,45000000,38399961.0,-0.147
Last Man Standing,67000000,18115927.0,-0.73
Last Orders,12000000,2326407.0,-0.806
Last Vegas,28000000,63914167.0,1.283
Latter Days,850000,833118.0,-0.02
Law Abiding Citizen,53000000,73357727.0,0.384
Lawless,26000000,37397291.0,0.438
Lawrence of Arabia,15000000,37495385.0,1.5
Laws of Attraction,32000000,17848322.0,-0.442
Layer Cake,6500000,2339957.0,-0.64
Le Fabuleux destin d'Amélie Poulain,10350000,33201661.0,2.208
Le Havre,5500000,611709.0,-0.889
Le Petit Nicolas,30000000,201857.0,-0.993
Le Scaphandre et le Papillon,14000000,5990075.0,-0.572
Le Violon rouge,10000000,10019109.0,0.002
Le hussard sur le toit,35000000,1320043.0,-0.962
Le nom des gens,4600000,514237.0,-0.888
Le prénom,11000000,61611.0,-0.994
Leap Year,19000000,25918920.0,0.364
Leatherheads,58000000,31373938.0,-0.459
Leaves of Grass,9000000,70066.0,-0.992
Leaving Las Vegas,4000000,31983777.0,6.996
Lee Daniels' The Butler,30000000,116632095.0,2.888
Left Behind,18500000,4221341.0,-0.772
Legal Eagles,40000000,49851591.0,0.246
Legally Blonde,18000000,96493426.0,4.361
"Legally Blonde 2: Red, White & Blonde",25000000,90639088.0,2.626
Legend,25000000,15502112.0,-0.38
Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313.0,-0.443
Legends of Oz: Dorothy’s Return,70000000,8462347.0,-0.879
Legends of the Fall,30000000,66502573.0,1.217
Legion,26000000,40168080.0,0.545
Lemony Snicket's A Series of Unfortunate Events,100000000,118627117.0,0.186
Les Bronzés 3: amis pour la vie,42000000,0.0,-1.0
Les Choristes,5500000,3629758.0,-0.34
Les Intouchables,10800000,13182281.0,0.221
Les Miserables,65000000,148809770.0,1.289
Les Triplettes de Belleville,2000000,7301288.0,2.651
Les Visiteurs,7000000,659000.0,-0.906
Les herbes folles,14000000,403952.0,-0.971
Les invasions barbares,5000000,8460000.0,0.692
Les petits mouchoirs,25000000,205505.0,-0.992
Lesbian Vampire Killers,2000000,0.0,-1.0
Let Me In,20000000,12134935.0,-0.393
Let's Go to Prison,4000000,4630045.0,0.158
Let's Talk About Sex,300000,373615.0,0.245
Lethal Weapon,15000000,65192350.0,3.346
Lethal Weapon 3,35000000,144731527.0,3.135
Lethal Weapon 4,140000000,130444603.0,-0.068
Letters from Iwo Jima,13000000,13756082.0,0.058
Letters to God,3000000,2848587.0,-0.05
Letters to Juliet,30000000,53032453.0,0.768
Let’s Be Cops,17000000,82390774.0,3.847
Liar Liar,45000000,181410615.0,3.031
Licence to Kill,42000000,34667015.0,-0.175
License to Wed,35000000,43799818.0,0.251
Life,75000000,64062587.0,-0.146
Life Before Her Eyes,12000000,303439.0,-0.975
Life During Wartime,4500000,281447.0,-0.937
Life as We Know It,38000000,53374681.0,0.405
Life as a House,18000000,15652637.0,-0.13
Life of Pi,120000000,124987022.0,0.042
"Life, or Something Like It",40000000,14448589.0,-0.639
Lifeforce,25000000,11603545.0,-0.536
Light It Up,13000000,5871603.0,-0.548
Light Sleeper,5000000,1050861.0,-0.79
Lights Out,5000000,67268835.0,12.454
Like Crazy,250000,3395391.0,12.582
Like Mike,30000000,51432423.0,0.714
Lilja 4-ever,4500000,181655.0,-0.96
Lilo & Stitch,80000000,145771527.0,0.822
Limbo,8300000,2160710.0,-0.74
Limitless,27000000,79249455.0,1.935
Lincoln,65000000,182207973.0,1.803
Lion of the Desert,35000000,1500000.0,-0.957
Lions for Lambs,35000000,14998070.0,-0.571
Lisa Picard is Famous,1000000,113433.0,-0.887
Little Big Top,240000,7484.0,-0.969
Little Black Book,30000000,20422207.0,-0.319
Little Boy,20000000,6485961.0,-0.676
Little Children,14000000,5463019.0,-0.61
Little Fockers,100000000,148438600.0,0.484
Little Man,64000000,58636047.0,-0.084
Little Miss Sunshine,8000000,59891098.0,6.486
Little Nicky,80000000,39442871.0,-0.507
Little Shop of Horrors,30000000,38747385.0,0.292
Little Voice,6000000,4595000.0,-0.234
Little Women,15000000,50003303.0,2.334
Live Free or Die Hard,110000000,134529403.0,0.223
Live and Let Die,7000000,35400000.0,4.057
Live by Night,65000000,107000.0,-0.998
Living Out Loud,12000000,12905901.0,0.075
Loaded Weapon 1,13000000,27979399.0,1.152
"Lock, Stock and Two Smoking Barrels",1350000,3897569.0,1.887
Locker 13,300000,3496.0,-0.988
Lockout,20000000,14326865.0,-0.284
Logan's Run,7000000,25000000.0,2.571
Loin des hommes,7700000,5336.0,-0.999
Lola rennt,1750000,7267324.0,3.153
Lolita,55000000,1147784.0,-0.979
London,2000000,12667.0,-0.994
London Has Fallen,60000000,62524260.0,0.042
London to Brighton,825000,0.0,-1.0
Lone Star,5000000,12961389.0,1.592
Lone Survivor,40000000,125095601.0,2.127
Lone Wolf McQuade,5000000,12232628.0,1.447
Lonesome Jim,500000,154187.0,-0.692
Looney Tunes: Back in Action,80000000,20950820.0,-0.738
Looper,30000000,66486205.0,1.216
Lord of War,42000000,24149632.0,-0.425
Los Cronocrímenes,2600000,39127.0,-0.985
Los insolitos peces gato,1300000,11278.0,-0.991
Los tres entierros de Melquiades Estrada,15000000,5027684.0,-0.665
Loser,20000000,15464026.0,-0.227
Losin' It,7000000,1246141.0,-0.822
Lost In Space,80000000,69117629.0,-0.136
Lost River,2000000,45431.0,-0.977
Lost Souls,28000000,16779636.0,-0.401
Lost and Found,14000000,6552255.0,-0.532
Lost in Translation,4000000,44585453.0,10.146
Lottery Ticket,17000000,24719879.0,0.454
Love Actually,45000000,59472278.0,0.322
Love Happens,18000000,22965110.0,0.276
Love Jones,10000000,12554569.0,0.255
Love Letters,550000,5269990.0,8.582
Love Lisa,1000000,213137.0,-0.787
Love Me Tender,1000000,9000000.0,8.0
Love Ranch,25000000,137885.0,-0.994
Love Stinks,4000000,2793776.0,-0.302
Love and Basketball,15000000,27441122.0,0.829
Love and Death,3000000,20123742.0,5.708
Love and Death on Long Island,4030000,2542264.0,-0.369
Love and Other Catastrophes,250000,212285.0,-0.151
Love and Other Drugs,30000000,32367005.0,0.079
Love in the Time of Cholera,45000000,4617608.0,-0.897
Love the Coopers,18000000,26302731.0,0.461
Love's Abiding Joy,3000000,252726.0,-0.916
Lovely and Amazing,250000,4210379.0,15.842
"Lovely, Still",5000000,127564.0,-0.974
Lovesick,10100000,10143618.0,0.004
Loving Annabelle,1000000,0.0,-1.0
Lucky Break,6000000,54606.0,-0.991
Lucky Number Slevin,27000000,22495466.0,-0.167
Lucky Numbers,65000000,10014234.0,-0.846
Lucky You,55000000,5755286.0,-0.895
Lucy,40000000,126573960.0,2.164
Lumea e a mea,168000,0.0,-1.0
Luminarias,1000000,428535.0,-0.571
Luther,35000000,5781086.0,-0.835
Låt den rätte komma in,4500000,2122085.0,-0.528
Léon,16000000,19284974.0,0.205
M*A*S*H,3500000,81600000.0,22.314
MOOZ-lum,1500000,362239.0,-0.759
MacGruber,10000000,8525600.0,-0.147
Machete,12500000,26593646.0,1.127
Machete Kills,20000000,8008161.0,-0.6
Machine Gun Preacher,30000000,538690.0,-0.982
Mad City,50000000,10561038.0,-0.789
Mad Hot Ballroom,500000,8117961.0,15.236
Mad Max,200000,8750000.0,42.75
Mad Max 2: The Road Warrior,2000000,24600832.0,11.3
Mad Max Beyond Thunderdome,10000000,36230219.0,2.623
Mad Max: Fury Road,150000000,153636354.0,0.024
Mad Money,22000000,20668843.0,-0.061
Madadayo,11900000,48856.0,-0.996
Madagascar,75000000,193595521.0,1.581
Madagascar 3: Europe's Most Wanted,145000000,216391482.0,0.492
Madagascar: Escape 2 Africa,150000000,180010950.0,0.2
Made,5000000,5308707.0,0.062
Made in Dagenham,8000000,1095369.0,-0.863
Made of Honor,40000000,46012734.0,0.15
Madea Goes To Jail,17500000,90508336.0,4.172
Madea's Big Happy Family,25000000,53345287.0,1.134
Madea's Family Reunion,10000000,63257940.0,5.326
Madison,15500000,517262.0,-0.967
Maggie,4500000,187112.0,-0.958
Magic Mike,7000000,113721571.0,15.246
Magic Mike XXL,14500000,66013057.0,3.553
Magnolia,37000000,22450975.0,-0.393
Maid in Manhattan,55000000,93932896.0,0.708
Major Dundee,3800000,14873.0,-0.996
Major League,11000000,49793054.0,3.527
Malcolm X,35000000,48169910.0,0.376
Maleficent,180000000,241407328.0,0.341
Malevolence,200000,126021.0,-0.37
Malibu's Most Wanted,15000000,34308901.0,1.287
Mallrats,6100000,2108367.0,-0.654
Malone,10000000,3000000.0,-0.7
Mama,15000000,71628180.0,3.775
Mambo Italiano,5500000,3031801.0,-0.449
Mamma Mia!,52000000,144130063.0,1.772
Man cheng jin dai huang jin jia,45000000,6566773.0,-0.854
Man of Steel,225000000,291045518.0,0.294
Man of the House,50000000,19699706.0,-0.606
Man of the Year,20000000,37442180.0,0.872
Man on Fire,60000000,77906816.0,0.298
